Date,Open,High,Low,Close,Adj Close,Volume,ndx_ma1,ndx_ma2,ndx_ma3,ndx_ma4,ndx_ma5,ndx_ma6,ndx_ma7,ndx_ma8,ndx_ma9,ndx_ma10,ndx_ma14,ndx_ma21,ndx_ma28
2020-06-23,10209.7998046875,10209.7998046875,10209.7998046875,10209.7998046875,10209.7998046875,0,10209.7998046875,10170.0498046875,10116.233072916666,10090.1748046875,10068.6359375,10048.75830078125,10009.919921875,9966.651123046875,9924.632161458334,9941.59892578125,9909.9091796875,9785.898949032739,9663.002406529018
2020-06-24,10002.7001953125,10002.7001953125,10002.7001953125,10002.7001953125,10002.7001953125,0,10002.7001953125,10106.25,10114.2666015625,10087.849853515625,10072.6798828125,10057.646647135416,10042.17857142857,10009.017456054688,9970.656575520834,9932.43896484375,9936.554896763393,9815.076078869048,9698.810267857143
2020-06-25,10101.7998046875,10101.7998046875,10101.7998046875,10101.7998046875,10101.7998046875,0,10101.7998046875,10052.25,10104.7666015625,10111.14990234375,10090.63984375,10077.533203125,10063.95424107143,10049.631225585938,10019.326605902777,9983.7708984375,9956.369907924107,9846.492745535714,9732.70884486607
2020-06-26,9849.3603515625,9849.3603515625,9849.3603515625,9849.3603515625,9849.3603515625,0,9849.3603515625,9975.580078125,9984.6201171875,10040.9150390625,10058.7919921875,10050.426595052084,10044.937081473214,10037.130004882812,10027.37890625,10002.32998046875,9952.644252232143,9867.095145089286,9751.188511439732
2020-06-29,9961.16015625,9961.16015625,9961.16015625,9961.16015625,9961.16015625,0,9961.16015625,9905.26025390625,9970.7734375,9978.755126953125,10024.9640625,10042.52001953125,10037.674246651786,10034.464965820312,10028.688910590277,10020.75703125,9952.21498325893,9886.411365327382,9774.853515625
2020-06-30,10156.7998046875,10156.7998046875,10156.7998046875,10156.7998046875,10156.7998046875,0,10156.7998046875,10058.97998046875,9989.106770833334,10017.280029296875,10014.3640625,10046.936686197916,10058.845703125,10052.56494140625,10048.057725694445,10041.5,9956.679268973214,9912.978515625,9798.845668247768
2020-07-01,10279.2001953125,10279.2001953125,10279.2001953125,10279.2001953125,10279.2001953125,0,10279.2001953125,10218.0,10132.38671875,10061.630126953125,10069.6640625,10058.50341796875,10080.1171875,10086.390014648438,10077.746636284723,10071.17197265625,10006.016392299107,9942.592354910714,9831.03173828125
2020-07-08,10666.7001953125,10666.7001953125,10666.7001953125,10666.7001953125,10666.7001953125,0,10666.7001953125,10472.9501953125,10367.566731770834,10265.965087890625,10182.644140625,10169.170084635416,10145.388671875,10153.440063476562,10150.868923611111,10136.6419921875,10077.654296875,9988.40234375,9875.771379743304
2020-07-09,10754.599609375,10754.599609375,10754.599609375,10754.599609375,10754.599609375,0,10754.599609375,10710.64990234375,10566.833333333334,10464.324951171875,10363.6919921875,10277.970052083334,10252.80287388393,10221.5400390625,10220.235568576389,10211.2419921875,10147.49072265625,10041.970889136905,9924.507777622768
2020-07-10,10836.2998046875,10836.2998046875,10836.2998046875,10836.2998046875,10836.2998046875,0,10836.2998046875,10795.44970703125,10752.533203125,10634.199951171875,10538.719921875,10442.4599609375,10357.7314453125,10325.739990234375,10289.8466796875,10281.8419921875,10210.842843191964,10090.15708705357,9974.302420479911
2020-07-13,10602.2001953125,10602.2001953125,10602.2001953125,10602.2001953125,10602.2001953125,0,10602.2001953125,10719.25,10731.033203125,10714.949951171875,10627.8,10549.299967447916,10465.279994419643,10388.2900390625,10356.457790798611,10321.08203125,10255.10853794643,10123.52283296131,10016.641357421875
2020-07-14,10689.5,10689.5,10689.5,10689.5,10689.5,0,10689.5,10645.85009765625,10709.333333333334,10720.64990234375,10709.8599609375,10638.083333333334,10569.328543526786,10493.307495117188,10421.7578125,10389.76201171875,10303.501395089286,10157.919503348214,10057.140659877232
2020-07-15,10701.7001953125,10701.7001953125,10701.7001953125,10701.7001953125,10701.7001953125,0,10701.7001953125,10695.60009765625,10664.466796875,10707.425048828125,10716.8599609375,10708.5,10647.171456473214,10585.875,10516.462239583334,10449.75205078125,10353.008579799107,10186.843331473214,10096.526750837054
2020-07-16,10626.5,10626.5,10626.5,10626.5,10626.5,0,10626.5,10664.10009765625,10672.566731770834,10654.97509765625,10691.2400390625,10701.799967447916,10696.785714285714,10644.587524414062,10590.388888888889,10527.466015625,10388.451450892857,10236.27283296131,10131.140694754464
2020-07-17,10645.2001953125,10645.2001953125,10645.2001953125,10645.2001953125,10645.2001953125,0,10645.2001953125,10635.85009765625,10657.800130208334,10665.72509765625,10653.0201171875,10683.566731770834,10693.714285714286,10690.337524414062,10644.655598958334,10595.87001953125,10419.551478794643,10283.007626488095,10164.73032924107
2020-07-20,10952.099609375,10952.099609375,10952.099609375,10952.099609375,10952.099609375,0,10952.099609375,10798.64990234375,10741.2666015625,10731.375,10723.0,10702.86669921875,10721.92857142857,10726.012451171875,10719.422200520834,10675.4,10487.36572265625,10338.970005580357,10211.96030970982
2020-07-21,10833.099609375,10833.099609375,10833.099609375,10833.099609375,10833.099609375,0,10833.099609375,10892.599609375,10810.133138020834,10764.224853515625,10751.719921875,10741.349934895834,10721.471400669643,10735.824951171875,10737.911024305555,10730.78994140625,10539.60142299107,10381.05236235119,10247.985665457589
2020-07-22,10870.7998046875,10870.7998046875,10870.7998046875,10870.7998046875,10870.7998046875,0,10870.7998046875,10851.94970703125,10885.3330078125,10825.2998046875,10785.53984375,10771.566569010416,10759.8427734375,10740.137451171875,10750.822157118055,10751.19990234375,10612.56138392857,10423.353283110118,10282.602818080357
2020-07-23,10580.599609375,10580.599609375,10580.599609375,10580.599609375,10580.599609375,0,10580.599609375,10725.69970703125,10761.499674479166,10809.149658203125,10776.359765625,10751.383138020834,10744.285574776786,10737.437377929688,10722.411024305555,10733.79990234375,10656.807059151786,10450.429454985118,10304.511021205357
2020-07-24,10483.099609375,10483.099609375,10483.099609375,10483.099609375,10483.099609375,0,10483.099609375,10531.849609375,10644.8330078125,10691.899658203125,10743.9396484375,10727.483072916666,10713.056919642857,10711.637329101562,10709.177625868055,10698.4798828125,10680.114188058036,10473.024693080357,10318.396728515625
2020-07-27,10674.400390625,10674.400390625,10674.400390625,10674.400390625,10674.400390625,0,10674.400390625,10578.75,10579.366536458334,10652.224853515625,10688.3998046875,10732.349772135416,10719.899832589286,10708.224853515625,10707.499891493055,10705.69990234375,10708.3427734375,10498.934244791666,10357.179582868304
2020-07-28,10532.5,10532.5,10532.5,10532.5,10532.5,0,10532.5,10603.4501953125,10563.333333333334,10567.64990234375,10628.2798828125,10662.41650390625,10703.7998046875,10696.474853515625,10688.699869791666,10689.99990234375,10698.757045200893,10514.30092075893,10388.205671037946
2020-07-29,10663.0,10663.0,10663.0,10663.0,10663.0,0,10663.0,10597.75,10623.300130208334,10588.25,10586.719921875,10634.066569010416,10662.49986049107,10698.699829101562,10692.755425347223,10686.1298828125,10692.21421595982,10545.74376860119,10419.852469308036
