Date,Open,High,Low,Close,Adj Close,Volume,ndx_ma1,ndx_ma2,ndx_ma3,ndx_ma4,ndx_ma5,ndx_ma6,ndx_ma7,ndx_ma8,ndx_ma9,ndx_ma10,ndx_ma21,ndx_ma28,ndx_ma14,Date,day,month,year,usa_daily_cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,usa_cases_ma7,usa_cases_ma14,usa_cases_ma21,usa_cases_ma28
2020-05-28,9416.7099609375,9416.7099609375,9416.7099609375,9416.7099609375,9416.7099609375,0,9416.7099609375,9429.3798828125,9416.246744791666,9415.6826171875,9408.144140625,9420.956705729166,9403.46861049107,9394.526245117188,9367.649956597223,9330.89296875,9330.89296875,9330.89296875,9403.46861049107,2020-05-28,28.0,5.0,2020.0,18721.0,1526.0,United_States_of_America,US,USA,329064917.0,America,93.95927187,21515.571428571428,21331.285714285714,21739.0,23778.928571428572
2020-05-29,9555.51953125,9555.51953125,9555.51953125,9555.51953125,9555.51953125,0,9555.51953125,9486.11474609375,9471.426432291666,9451.06494140625,9443.65,9432.706705729166,9440.179966517857,9422.474975585938,9412.414388020834,9386.4369140625,9386.4369140625,9386.4369140625,9440.179966517857,2020-05-29,29.0,5.0,2020.0,21817.0,1175.0,United_States_of_America,US,USA,329064917.0,America,92.34074625,21655.285714285714,21466.5,22064.619047619046,24336.714285714286
2020-06-02,9657.3095703125,9657.3095703125,9657.3095703125,9657.3095703125,9657.3095703125,0,9657.3095703125,9628.099609375,9603.90625,9557.107177734375,9534.095703125,9510.076497395834,9496.349888392857,9481.554931640625,9481.939887152777,9463.59990234375,9463.59990234375,9463.59990234375,9496.349888392857,2020-06-02,6.0,2.0,2020.0,1.0,0.0,United_States_of_America,US,USA,329064917.0,America,0.00334281,0.2857142857142857,0.2857142857142857,2.0,4.071428571428571
2020-06-03,9704.6904296875,9704.6904296875,9704.6904296875,9704.6904296875,9704.6904296875,0,9704.6904296875,9681.0,9653.6298828125,9629.102294921875,9586.623828125,9562.528157552084,9537.878487723214,9522.392456054688,9506.347764756945,9504.21494140625,9504.21494140625,9504.21494140625,9537.878487723214,2020-06-03,6.0,3.0,2020.0,74.0,1.0,United_States_of_America,US,USA,329064917.0,America,0.06594443,164.71428571428572,661.1428571428571,3287.3809523809523,7734.357142857143
2020-06-04,9629.66015625,9629.66015625,9629.66015625,9629.66015625,9629.66015625,0,9629.66015625,9667.17529296875,9663.88671875,9647.637451171875,9629.2138671875,9593.796549479166,9572.118443080357,9549.351196289062,9534.311089409723,9518.67900390625,9518.67900390625,9518.67900390625,9572.118443080357,2020-06-04,6.0,4.0,2020.0,25398.0,1146.0,United_States_of_America,US,USA,329064917.0,America,91.90557376,31102.0,30203.5,29848.380952380954,29315.428571428572
2020-06-05,9824.3896484375,9824.3896484375,9824.3896484375,9824.3896484375,9824.3896484375,0,9824.3896484375,9727.02490234375,9719.580078125,9704.012451171875,9682.987890625,9661.7431640625,9626.73842075893,9603.65234375,9579.911024305555,9563.3189453125,9563.3189453125,9563.3189453125,9626.73842075893,2020-06-05,6.0,5.0,2020.0,23841.0,2144.0,United_States_of_America,US,USA,329064917.0,America,115.3067314,23897.428571428572,23426.0,22936.571428571428,22522.964285714286
2020-06-08,9901.51953125,9901.51953125,9901.51953125,9901.51953125,9901.51953125,0,9901.51953125,9862.95458984375,9785.189778645834,9765.06494140625,9743.5138671875,9719.409830729166,9695.99693080357,9661.086059570312,9636.748697916666,9612.071875,9612.071875,9612.071875,9695.99693080357,2020-06-08,6.0,8.0,2020.0,52804.0,1450.0,United_States_of_America,US,USA,329064917.0,America,259.2148102,52874.28571428572,50809.21428571428,47997.19047619047,46591.607142857145
2020-06-09,9967.169921875,9967.169921875,9967.169921875,9967.169921875,9967.169921875,0,9967.169921875,9934.3447265625,9897.693033854166,9830.684814453125,9805.4859375,9780.789876302084,9754.804129464286,9729.8935546875,9695.095377604166,9669.7908203125,9669.7908203125,9669.7908203125,9754.804129464286,2020-06-09,6.0,9.0,2020.0,44140.0,773.0,United_States_of_America,US,USA,329064917.0,America,175.5766021,34794.57142857143,37352.92857142857,39604.95238095238,40377.107142857145
2020-06-10,10094.2998046875,10094.2998046875,10094.2998046875,10094.2998046875,10094.2998046875,0,10094.2998046875,10030.73486328125,9987.6630859375,9946.8447265625,9883.4078125,9853.62158203125,9825.57700892857,9797.241088867188,9770.383138020834,9735.0158203125,9735.0158203125,9735.0158203125,9825.57700892857,2020-06-10,6.0,10.0,2020.0,40705.0,398.0,United_States_of_America,US,USA,329064917.0,America,182.5120118,49242.71428571428,52625.0,58015.23809523809,63911.32142857143
2020-06-15,9776.8896484375,9776.8896484375,9776.8896484375,9776.8896484375,9776.8896484375,0,9776.8896484375,9720.32958984375,9676.3798828125,9780.85986328125,9818.121875,9832.021484375,9830.931222098214,9805.772338867188,9794.541015625,9780.81787109375,9780.81787109375,9780.81787109375,9830.931222098214,2020-06-15,15.0,6.0,2020.0,19543.0,296.0,United_States_of_America,US,USA,329064917.0,America,92.3459124,25799.0,31128.35714285714,36429.333333333336,41898.5
2020-06-16,9949.3701171875,9949.3701171875,9949.3701171875,9949.3701171875,9949.3701171875,0,9949.3701171875,9863.1298828125,9796.676432291666,9744.62744140625,9814.5619140625,9839.99658203125,9848.785574776786,9845.736083984375,9821.727647569445,9810.02392578125,9810.02392578125,9810.02392578125,9848.785574776786,2020-06-16,16.0,6.0,2020.0,19957.0,395.0,United_States_of_America,US,USA,329064917.0,America,92.00281901,26691.85714285714,32494.785714285714,37836.47619047619,43245.46428571428
2020-06-17,9982.48046875,9982.48046875,9982.48046875,9982.48046875,9982.48046875,0,9982.48046875,9965.92529296875,9902.913411458334,9843.12744140625,9792.198046875,9842.54833984375,9860.35142299107,9865.497436523438,9860.929904513889,9837.8029296875,9837.8029296875,9837.8029296875,9860.35142299107,2020-06-17,17.0,6.0,2020.0,23705.0,836.0,United_States_of_America,US,USA,329064917.0,America,92.96341974,28325.14285714286,34037.57142857143,39266.619047619046,44608.21428571428
2020-06-18,10012.0,10012.0,10012.0,10012.0,10012.0,0,10012.0,9997.240234375,9981.283528645834,9930.18505859375,9876.901953125,9828.831705729166,9866.75571986607,9879.307495117188,9881.775499131945,9876.0369140625,9876.0369140625,9876.0369140625,9866.75571986607,2020-06-18,18.0,6.0,2020.0,25559.0,754.0,United_States_of_America,US,USA,329064917.0,America,94.74422337,29898.714285714286,35478.642857142855,40874.619047619046,46208.67857142857
2020-06-19,10008.599609375,10008.599609375,10008.599609375,10008.599609375,10008.599609375,0,10008.599609375,10010.2998046875,10001.026692708334,9988.112548828125,9945.86796875,9898.8515625,9854.51283482143,9884.486206054688,9893.673285590277,9894.45791015625,9894.45791015625,9894.45791015625,9854.51283482143,2020-06-19,19.0,6.0,2020.0,27762.0,717.0,United_States_of_America,US,USA,329064917.0,America,96.75659226,31153.0,37370.71428571428,42462.57142857143,47714.32142857143
2020-06-22,10130.2998046875,10130.2998046875,10130.2998046875,10130.2998046875,10130.2998046875,0,10130.2998046875,10069.44970703125,10050.2998046875,10033.344970703125,10016.55,9976.606608072916,9931.915597098214,9888.986206054688,9911.798828125,9917.3359375,9917.3359375,9917.3359375,9931.915597098214,2020-06-22,22.0,6.0,2020.0,25793.0,256.0,United_States_of_America,US,USA,329064917.0,America,102.8821313,36457.71428571428,41744.5,47265.0,52012.32142857143
2020-06-23,10209.7998046875,10209.7998046875,10209.7998046875,10209.7998046875,10209.7998046875,0,10209.7998046875,10170.0498046875,10116.233072916666,10090.1748046875,10068.6359375,10048.75830078125,10009.919921875,9966.651123046875,9924.632161458334,9941.59892578125,9941.59892578125,9941.59892578125,10009.919921875,2020-06-23,23.0,6.0,2020.0,31390.0,427.0,United_States_of_America,US,USA,329064917.0,America,106.7014385,38297.71428571428,43408.78571428572,48763.333333333336,53298.142857142855
2020-06-24,10002.7001953125,10002.7001953125,10002.7001953125,10002.7001953125,10002.7001953125,0,10002.7001953125,10106.25,10114.2666015625,10087.849853515625,10072.6798828125,10057.646647135416,10042.17857142857,10009.017456054688,9970.656575520834,9932.43896484375,9932.43896484375,9932.43896484375,10042.17857142857,2020-06-24,24.0,6.0,2020.0,34720.0,826.0,United_States_of_America,US,USA,329064917.0,America,111.58041499999999,39750.0,44737.357142857145,50035.90476190476,54203.857142857145
2020-06-25,10101.7998046875,10101.7998046875,10101.7998046875,10101.7998046875,10101.7998046875,0,10101.7998046875,10052.25,10104.7666015625,10111.14990234375,10090.63984375,10077.533203125,10063.95424107143,10049.631225585938,10019.326605902777,9983.7708984375,9983.7708984375,9983.7708984375,10063.95424107143,2020-06-25,25.0,6.0,2020.0,34339.0,751.0,United_States_of_America,US,USA,329064917.0,America,115.75132450000001,41058.57142857143,46362.57142857143,51645.333333333336,55537.0
2020-06-26,9849.3603515625,9849.3603515625,9849.3603515625,9849.3603515625,9849.3603515625,0,9849.3603515625,9975.580078125,9984.6201171875,10040.9150390625,10058.7919921875,10050.426595052084,10044.937081473214,10037.130004882812,10027.37890625,10002.32998046875,10002.32998046875,10002.32998046875,10044.937081473214,2020-06-26,26.0,6.0,2020.0,40949.0,2437.0,United_States_of_America,US,USA,329064917.0,America,121.2414267,43588.42857142857,48117.357142857145,53234.76190476191,56769.46428571428
2020-06-29,9961.16015625,9961.16015625,9961.16015625,9961.16015625,9961.16015625,0,9961.16015625,9905.26025390625,9970.7734375,9978.755126953125,10024.9640625,10042.52001953125,10037.674246651786,10034.464965820312,10028.688910590277,10020.75703125,10020.75703125,10020.75703125,10037.674246651786,2020-06-29,29.0,6.0,2020.0,38673.0,265.0,United_States_of_America,US,USA,329064917.0,America,138.2484053,47031.28571428572,52668.642857142855,57197.19047619047,59560.857142857145
