Date,Open,High,Low,Close,Adj Close,Volume
03/07/19,7819.060059,7857.689941,7811.290039,7857.689941,7857.689941,1548190000
05/07/19,7806.069824,7854.709961,7774.589844,7841.299805,7841.299805,36710000
08/07/19,7790.459961,7841.299805,7756.109863,7785.790039,7785.790039,43360000
09/07/19,7748.290039,7833.930176,7748.22998,7826.859863,7826.859863,1866770000
10/07/19,7869.72998,7923.930176,7858.680176,7903.399902,7903.399902,2060510000
11/07/19,7918.649902,7934.600098,7873.160156,7896.779785,7896.779785,1966970000
12/07/19,7908.580078,7944.080078,7900.390137,7943.240234,7943.240234,1824870000
15/07/19,7961.069824,7969.790039,7940.450195,7966.930176,7966.930176,1783980000
16/07/19,7958.439941,7965.759766,7904.950195,7927.080078,7927.080078,1933960000
17/07/19,7927.910156,7941.100098,7887.97998,7888.759766,7888.759766,1846960000
18/07/19,7850.120117,7912.330078,7827.490234,7904.129883,7904.129883,2016310000
19/07/19,7944.859863,7950.220215,7832.390137,7834.899902,7834.899902,1878730000
22/07/19,7862.379883,7918.470215,7862.27002,7905.120117,7905.120117,1845770000
23/07/19,7946.049805,7955.089844,7895.049805,7954.560059,7954.560059,1832220000
24/07/19,7928.779785,8010.830078,7926.990234,8010.609863,8010.609863,1947550000
25/07/19,7979.140137,7983.959961,7921.209961,7929.870117,7929.870117,2023130000
26/07/19,7992.129883,8027.180176,7986.720215,8016.950195,8016.950195,1954350000
29/07/19,8010.049805,8010.049805,7939.97998,7989.080078,7989.080078,1874780000
30/07/19,7927.560059,7983.109863,7923.450195,7952.470215,7952.470215,1884300000
31/07/19,7972.759766,7979.200195,7774.930176,7848.779785,7848.779785,2667060000
01/08/19,7866.600098,8000.939941,7769.02002,7801.149902,7801.149902,2792650000
02/08/19,7740.910156,7755.089844,7645.180176,7692.799805,7692.799805,2252550000
05/08/19,7510.02002,7528.899902,7356.27002,7415.689941,7415.689941,2636740000
06/08/19,7492.02002,7541.740234,7432.310059,7521.319824,7521.319824,2201610000
07/08/19,7436.140137,7569.899902,7386.390137,7551.899902,7551.899902,2453230000
08/08/19,7608.029785,7726.459961,7576.819824,7724.830078,7724.830078,2415670000
09/08/19,7684.560059,7709.509766,7591.140137,7646.27002,7646.27002,2214330000
12/08/19,7597.189941,7623.439941,7528.950195,7561.680176,7561.680176,2056360000
13/08/19,7553.430176,7778.339844,7553.330078,7728.149902,7728.149902,2346980000
14/08/19,7594.640137,7621.700195,7480.580078,7490.129883,7490.129883,2522870000
15/08/19,7503.140137,7523.5,7429.359863,7484.890137,7484.890137,2182590000
16/08/19,7548.899902,7622.72998,7548.899902,7604.109863,7604.109863,1995130000
19/08/19,7715.410156,7740.740234,7604.109863,7719.319824,7719.319824,1934980000
20/08/19,7708.310059,7731.310059,7664.209961,7664.470215,7664.470215,1747580000
21/08/19,7731.75,7754.660156,7706.569824,7733.220215,7733.220215,1716370000
22/08/19,7750.97998,7764.790039,7649.279785,7707.430176,7707.430176,1777630000
23/08/19,7658.47998,7722.430176,7442.930176,7464.990234,7464.990234,2207070000
26/08/19,7540.689941,7577.77002,7506.169922,7575.02002,7575.02002,1688860000
27/08/19,7630.459961,7640.680176,7531.959961,7566.029785,7566.029785,1912530000
28/08/19,7536.700195,7598.149902,7500.220215,7587.899902,7587.899902,1656930000
29/08/19,7678.689941,7723.939941,7654.310059,7702.310059,7702.310059,1700840000
30/08/19,7743.22998,7747.080078,7642.899902,7691,7691,1665840000
03/09/19,7634.029785,7670.169922,7584.819824,7609.509766,7609.509766,1936210000
04/09/19,7683.779785,7724.910156,7663.640137,7719.25,7719.25,1891300000
05/09/19,7803.450195,7879.970215,7803.450195,7862.540039,7862.540039,2096300000
06/09/19,7868.870117,7874.990234,7835.890137,7852.540039,7852.540039,1876380000
09/09/19,7876.399902,7877.410156,7795.859863,7832.399902,7832.399902,2172240000
10/09/19,7793.279785,7817.580078,7743.609863,7814.740234,7814.740234,2362860000
11/09/19,7820.709961,7888.339844,7812.069824,7887.580078,7887.580078,2310440000
12/09/19,7931.959961,7975.330078,7907.330078,7917.339844,7917.339844,2159260000
13/09/19,7903.72998,7923.410156,7879.589844,7892.950195,7892.950195,1976770000
16/09/19,7833.72998,7868.740234,7831.759766,7852.410156,7852.410156,1869220000
17/09/19,7849.879883,7891.209961,7840.990234,7888.790039,7888.790039,1850340000
18/09/19,7877.580078,7891.169922,7791.580078,7888.560059,7888.560059,2034880000
19/09/19,7904.390137,7950.209961,7888.310059,7901.790039,7901.790039,1792700000
20/09/19,7901.459961,7920.529785,7794.27002,7823.549805,7823.549805,3359380000
23/09/19,7815.22998,7842.97998,7790.290039,7818.609863,7818.609863,1780160000
24/09/19,7855.970215,7873.25,7684.799805,7710.040039,7710.040039,2302600000
25/09/19,7706.5,7822.430176,7647.629883,7803.540039,7803.540039,2015270000
26/09/19,7794.279785,7798.120117,7718.689941,7771.990234,7771.990234,1832800000
27/09/19,7786.029785,7790.799805,7626.819824,7681.580078,7681.580078,2037720000
30/09/19,7705.970215,7761.839844,7693.490234,7749.450195,7749.450195,1805820000
01/10/19,7782.819824,7821.720215,7675.419922,7684.140137,7684.140137,2243650000
02/10/19,7627.589844,7631.339844,7513.689941,7550.790039,7550.790039,2495160000
03/10/19,7557.189941,7640.419922,7463.569824,7638.390137,7638.390137,2141490000
04/10/19,7677.330078,7759.359863,7670.919922,7754.100098,7754.100098,1736890000
07/10/19,7725.680176,7784.790039,7712.680176,7725.129883,7725.129883,1739450000
08/10/19,7671.379883,7707.169922,7603.759766,7604.27002,7604.27002,1933580000
09/10/19,7678.660156,7717.939941,7655.47998,7690.529785,7690.529785,1553900000
10/10/19,7688.419922,7772.680176,7682.609863,7740.359863,7740.359863,1778740000
11/10/19,7835.930176,7904.049805,7831.109863,7843.879883,7843.879883,2176080000
14/10/19,7834.740234,7865.669922,7827.160156,7842.330078,7842.330078,1419730000
15/10/19,7867.959961,7960.140137,7863.649902,7942.850098,7942.850098,1836650000
16/10/19,7911.990234,7941.759766,7898.310059,7920.209961,7920.209961,1886720000
17/10/19,7976.640137,7981.140137,7914.939941,7942.140137,7942.140137,1861570000
18/10/19,7938.299805,7946.810059,7829.75,7868.490234,7868.490234,2012930000
21/10/19,7911.580078,7941.47998,7887.740234,7940.330078,7940.330078,1752860000
22/10/19,7968.25,7977.009766,7871.97998,7874.620117,7874.620117,1847200000
23/10/19,7858.47998,7890.209961,7845.089844,7889.470215,7889.470215,1805030000
24/10/19,7956.22998,7969.660156,7912.720215,7966.720215,7966.720215,1882490000
25/10/19,7926.600098,8033.290039,7926.600098,8029.220215,8029.220215,1894740000
28/10/19,8071.390137,8119.72998,8070.899902,8110.669922,8110.669922,1956280000
29/10/19,8101.549805,8108.609863,8045.640137,8047.509766,8047.509766,1834530000
30/10/19,8056.899902,8096.330078,8017.919922,8083.109863,8083.109863,1928420000
31/10/19,8100.620117,8110.439941,8041.649902,8083.830078,8083.830078,2258270000
01/11/19,8121.950195,8161.97998,8111.72998,8161.169922,8161.169922,2057310000
04/11/19,8218.929688,8228.330078,8197.320313,8210.660156,8210.660156,2149910000
05/11/19,8225.349609,8229.089844,8191.049805,8210.179688,8210.179688,2316710000
06/11/19,8204.339844,8204.339844,8157.359863,8196.030273,8196.030273,2332650000
07/11/19,8237.679688,8271.820313,8198.910156,8219.650391,8219.650391,2393950000
08/11/19,8208.370117,8256.290039,8186.310059,8255.889648,8255.889648,1974190000
11/11/19,8212.370117,8245.889648,8202.360352,8241.910156,8241.910156,1715470000
12/11/19,8249.620117,8293.179688,8238.330078,8263.790039,8263.790039,1987820000
13/11/19,8235.679688,8274.610352,8233.379883,8259.80957,8259.80957,2173320000
14/11/19,8238.849609,8264.94043,8212.589844,8257.830078,8257.830078,2106550000
15/11/19,8303.839844,8315.900391,8284.200195,8315.519531,8315.519531,2188210000
18/11/19,8303.219727,8340.410156,8274.679688,8328.480469,8328.480469,2047240000
19/11/19,8357.429688,8357.799805,8308.280273,8338.740234,8338.740234,2075000000
20/11/19,8315.549805,8339.259766,8226.25,8283.75,8283.75,2596030000
21/11/19,8273.950195,8282.330078,8242.219727,8265.620117,8265.620117,2056230000
22/11/19,8287.25,8292.110352,8229.490234,8272.049805,8272.049805,1877090000
25/11/19,8309.549805,8372.820313,8309.549805,8371.929688,8371.929688,2256070000
26/11/19,8374.259766,8398.040039,8364.110352,8385.75,8385.75,2434570000
27/11/19,8407.230469,8445.610352,8399.629883,8444.709961,8444.709961,1744580000
29/11/19,8422.019531,8435.959961,8402.129883,8403.679688,8403.679688,1099090000
02/12/19,8409.870117,8409.870117,8274.610352,8309.259766,8309.259766,2225940000
03/12/19,8201.629883,8258.400391,8167.359863,8254.740234,8254.740234,2308600000
04/12/19,8291.860352,8316.459961,8285.879883,8296.530273,8296.530273,2150680000
05/12/19,8321.19043,8321.19043,8272.830078,8308.400391,8308.400391,2123380000
06/12/19,8370.230469,8405.849609,8365.25,8397.370117,8397.370117,2053530000
09/12/19,8388.75,8425.769531,8359.870117,8362.740234,8362.740234,2088520000
10/12/19,8364.549805,8392.889648,8339.370117,8354.290039,8354.290039,2053390000
11/12/19,8371.650391,8408.080078,8361.370117,8402.610352,8402.610352,1937850000
12/12/19,8391.919922,8493.110352,8380.089844,8466.889648,8466.889648,2388270000
13/12/19,8461.419922,8517.519531,8441.889648,8487.709961,8487.709961,2186720000
16/12/19,8544.269531,8584.780273,8542.419922,8570.330078,8570.330078,2346290000
17/12/19,8586.330078,8592.450195,8564.150391,8575.700195,8575.700195,2374120000
18/12/19,8587.200195,8608.099609,8578.55957,8580.620117,8580.620117,2727870000
19/12/19,8592.679688,8642.740234,8592.679688,8641.290039,8641.290039,2415950000
20/12/19,8666.570313,8687.660156,8656.480469,8678.490234,8678.490234,3825460000
23/12/19,8703.05957,8710.900391,8690.150391,8696.009766,8696.009766,2025450000
24/12/19,8705.299805,8708.219727,8684.120117,8699.509766,8699.509766,1014520000
26/12/19,8717.950195,8778.330078,8716.030273,8778.30957,8778.30957,1634920000
27/12/19,8805.860352,8811.099609,8749.860352,8770.980469,8770.980469,1832200000
30/12/19,8766.389648,8768.299805,8671.919922,8709.730469,8709.730469,2042420000
31/12/19,8681.330078,8735.429688,8674.379883,8733.070313,8733.070313,2182800000
02/01/20,8802.219727,8873.629883,8786.900391,8872.219727,8872.219727,2848370000
03/01/20,8755.169922,8843.650391,8755.169922,8793.900391,8793.900391,2567400000
06/01/20,8713.889648,8849.980469,8713.889648,8848.519531,8848.519531,2788120000
07/01/20,8857.139648,8872.469727,8821.679688,8846.450195,8846.450195,2352850000
08/01/20,8845.450195,8953.549805,8834.94043,8912.370117,8912.370117,2464090000
09/01/20,8990.040039,9004.549805,8938.530273,8989.629883,8989.629883,2534700000
10/01/20,9021.879883,9024.870117,8951.830078,8966.639648,8966.639648,2378990000
13/01/20,9007.94043,9071.530273,8991.349609,9070.650391,9070.650391,2530270000
14/01/20,9068.019531,9080.160156,9020.919922,9033.419922,9033.419922,2542170000
15/01/20,9039.30957,9078.870117,9008.950195,9035.669922,9035.669922,2435650000
16/01/20,9088.080078,9126.070313,9066.30957,9125,9125,2301400000
17/01/20,9159.480469,9176.469727,9118.980469,9173.730469,9173.730469,2522670000
21/01/20,9145.639648,9187.419922,9141.780273,9166.629883,9166.629883,2684540000
22/01/20,9212.349609,9242.480469,9179.269531,9188.580078,9188.580078,2449390000
23/01/20,9186.139648,9221.129883,9145.230469,9216.980469,9216.980469,2460050000
24/01/20,9266.349609,9272.370117,9101.44043,9141.469727,9141.469727,2611710000
27/01/20,8913.160156,9001.44043,8910.969727,8952.179688,8952.179688,2583330000
28/01/20,9013.230469,9111.320313,8994.280273,9090.929688,9090.929688,2157830000
29/01/20,9141.519531,9153.080078,9067.290039,9101.610352,9101.610352,2223480000
30/01/20,9038.919922,9140.69043,9019.719727,9136.089844,9136.089844,2333500000
31/01/20,9169.910156,9170.219727,8961.589844,8991.509766,8991.509766,2685840000
03/02/20,9033.519531,9148.5,9031.070313,9126.230469,9126.230469,2420510000
04/02/20,9256.94043,9352.959961,9224.860352,9334.05957,9334.05957,2445420000
05/02/20,9441.339844,9442.75,9311.879883,9367.480469,9367.480469,2462470000
06/02/20,9395.69043,9448.719727,9357.860352,9445.919922,9445.919922,2267300000
07/02/20,9397.769531,9453.240234,9376.910156,9401.099609,9401.099609,2238670000
10/02/20,9373.200195,9517.740234,9373.200195,9516.839844,9516.839844,2179310000
11/02/20,9567.80957,9600.049805,9493.629883,9517.860352,9517.860352,2423670000
12/02/20,9569.820313,9615.910156,9552.030273,9613.200195,9613.200195,2355000000
13/02/20,9540.669922,9636.410156,9532.740234,9595.700195,9595.700195,2239270000
14/02/20,9613.879883,9634.75,9583.080078,9623.580078,9623.580078,2222240000
18/02/20,9567.280273,9647.719727,9567.280273,9629.799805,9629.799805,2273460000
19/02/20,9683.94043,9736.570313,9676.070313,9718.730469,9718.730469,2462530000
20/02/20,9696.660156,9714.230469,9513.230469,9627.830078,9627.830078,2735610000
21/02/20,9582.540039,9594,9406.379883,9446.69043,9446.69043,2743010000
24/02/20,9055.299805,9194.910156,9028.870117,9079.629883,9079.629883,3177000000
25/02/20,9167.330078,9183.780273,8807.110352,8834.870117,8834.870117,3583400000
26/02/20,8883.009766,9032.879883,8813.919922,8873.759766,8873.759766,3567830000
27/02/20,8632.540039,8786.679688,8430.530273,8436.669922,8436.669922,4536080000
28/02/20,8133.850098,8490.469727,8133.850098,8461.830078,8461.830078,5301170000
02/03/20,8569.910156,8879.389648,8446.5,8877.980469,8877.980469,4232760000
03/03/20,8892.679688,9000.459961,8516.580078,8594.490234,8594.490234,4336700000
04/03/20,8745.639648,8952.110352,8669.759766,8949.280273,8949.280273,3602870000
05/03/20,8713.19043,8864.19043,8613.910156,8671.660156,8671.660156,3748090000
06/03/20,8395.950195,8571.879883,8319.900391,8530.339844,8530.339844,4279850000
09/03/20,7912.140137,8241.769531,7912.140137,7948.029785,7948.029785,4530350000
10/03/20,8213.969727,8376.44043,7942.129883,8372.269531,8372.269531,4431930000
11/03/20,8166.259766,8224.730469,7900.990234,8006.120117,8006.120117,4273890000
12/03/20,7452.759766,7808.310059,7255.620117,7263.649902,7263.649902,5066530000
13/03/20,7683.040039,7998.509766,7301.879883,7995.259766,7995.259766,4685890000
16/03/20,7502.259766,7563.450195,6993.609863,7020.379883,7020.379883,4594360000
17/03/20,7198.529785,7550.129883,6959.149902,7473.950195,7473.950195,4900000000
18/03/20,7023.859863,7336.879883,6837.529785,7175.180176,7175.180176,4890820000
19/03/20,7190.209961,7514.140137,7037.470215,7288.52002,7288.52002,4762170000
20/03/20,7391.220215,7487.830078,6969.77002,6994.290039,6994.290039,5239940000
23/03/20,6952.709961,7145.290039,6771.910156,7006.919922,7006.919922,4330610000
24/03/20,7349,7555.910156,7304.390137,7553.830078,7553.830078,4417380000
25/03/20,7543.959961,7777.609863,7390.410156,7469.620117,7469.620117,4666440000
26/03/20,7549.830078,7913.109863,7549.830078,7897.129883,7897.129883,3999850000
27/03/20,7657.439941,7817.740234,7580.220215,7588.370117,7588.370117,3977010000
30/03/20,7678.830078,7902.089844,7651.430176,7889.009766,7889.009766,3846900000
31/03/20,7855.740234,8011.600098,7765.459961,7813.5,7813.5,4059700000
01/04/20,7582.779785,7701.680176,7423.970215,7486.290039,7486.290039,3685510000
02/04/20,7445.879883,7641.870117,7432.279785,7635.660156,7635.660156,3608190000
03/04/20,7631.569824,7673.490234,7439.779785,7528.109863,7528.109863,3279100000
06/04/20,7819.060059,8110.660156,7763.089844,8081.660156,8081.660156,3849100000
07/04/20,8287.480469,8305.589844,8043.069824,8049.310059,8049.310059,4069410000
08/04/20,8134.299805,8254.410156,8058.410156,8229.540039,8229.540039,3470730000
09/04/20,8284.30957,8334.230469,8167.930176,8238.530273,8238.530273,4123670000
13/04/20,8209.679688,8338.150391,8158.580078,8332.740234,8332.740234,3146860000
14/04/20,8489.269531,8708.549805,8470.740234,8692.160156,8692.160156,3732820000
15/04/20,8548.469727,8666.240234,8500.55957,8591.959961,8591.959961,3333750000
16/04/20,8689.089844,8793.349609,8605.509766,8757.830078,8757.830078,3995870000
17/04/20,8876.660156,8879.240234,8704.379883,8832.410156,8832.410156,4335020000
20/04/20,8742.540039,8855.179688,8725.330078,8726.509766,8726.509766,3796950000
21/04/20,8639.740234,8663.089844,8359.839844,8403,8403,3756290000
22/04/20,8575.570313,8708.480469,8550.610352,8664.639648,8664.639648,3025060000
23/04/20,8693.730469,8796.490234,8624.629883,8641.5,8641.5,3734720000
24/04/20,8666.570313,8791.360352,8599.990234,8786.599609,8786.599609,3673170000
27/04/20,8865.580078,8887.620117,8803.889648,8837.660156,8837.660156,3678460000
28/04/20,8913.280273,8918.379883,8668.669922,8677.599609,8677.599609,3707540000
29/04/20,8871.040039,9025.820313,8832,8982.759766,8982.759766,4378540000
30/04/20,9005.240234,9023.030273,8920.419922,9000.509766,9000.509766,4316380000
01/05/20,8791.879883,8887.580078,8688.580078,8718.179688,8718.179688,3722520000
04/05/20,8683.94043,8840.330078,8665.400391,8834.110352,8834.110352,3422150000
05/05/20,8922.389648,9031,8900.570313,8930.620117,8930.620117,3913360000
06/05/20,8997.019531,9065.580078,8950.889648,8984.860352,8984.860352,3620030000
07/05/20,9104.669922,9136.179688,9045.230469,9101.879883,9101.879883,3762070000
08/05/20,9165.700195,9224.490234,9126.969727,9220.349609,9220.349609,3777340000
11/05/20,9155.209961,9346.269531,9155.209961,9298.919922,9298.919922,3898690000
12/05/20,9326.05957,9354.450195,9109.089844,9112.450195,9112.450195,4315070000
13/05/20,9123.69043,9209.490234,8890.160156,9000.080078,9000.080078,4244110000
14/05/20,8946.450195,9097.75,8860.769531,9094.419922,9094.419922,3945080000
15/05/20,8976.290039,9157.459961,8958.080078,9152.639648,9152.639648,4221500000
18/05/20,9281.360352,9367.540039,9248.780273,9331.929688,9331.929688,4318310000
19/05/20,9326.280273,9422.900391,9296.25,9298.540039,9298.540039,4144770000
20/05/20,9415.25,9498.280273,9412.830078,9485.019531,9485.019531,4292470000
21/05/20,9487.629883,9515.049805,9361.830078,9377.990234,9377.990234,3725950000
22/05/20,9363.669922,9421.929688,9325.070313,9413.990234,9413.990234,3641830000
26/05/20,9570.530273,9570.530273,9379.900391,9389.980469,9389.980469,4432310000
27/05/20,9366.629883,9445.05957,9182.450195,9442.049805,9442.049805,4462450000
28/05/20,9404.830078,9568.889648,9391.839844,9416.709961,9416.709961,4064220000
29/05/20,9440.639648,9573.549805,9379.929688,9555.530273,9555.530273,94950000
01/06/20,9526.429688,9609.379883,9515.339844,9598.889648,9598.889648,3824770000
02/06/20,9603.179688,9660.080078,9511.879883,9657.30957,9657.30957,3962460000
03/06/20,9689.719727,9729.69043,9648.929688,9704.69043,9704.69043,4638380000
04/06/20,9672.169922,9741.969727,9577.709961,9629.660156,9629.660156,6074320000
05/06/20,9673.089844,9846.629883,9659.450195,9824.389648,9824.389648,6572850000
08/06/20,9805.69043,9904.519531,9753.870117,9901.519531,9901.519531,6143120000
09/06/20,9861.179688,10006.90039,9859,9967.169922,9967.169922,5281860000
10/06/20,10037.98047,10155.2002,10022.44043,10094.25977,10094.25977,5128400000
11/06/20,9907.55957,9978.19043,9586.25,9588.480469,9588.480469,5271000000
12/06/20,9785.580078,9849.009766,9499.089844,9663.780273,9663.780273,4366190000
15/06/20,9517.139648,9809.410156,9489.580078,9776.889648,9776.889648,4440650000
16/06/20,9983.650391,10010.88965,9801.450195,9949.370117,9949.370117,4639860000
17/06/20,9998.860352,10058.65039,9952.5,9982.480469,9982.480469,4249680000
18/06/20,9972.349609,10018.55957,9942.110352,10012.04981,10012.04981,4294740000
19/06/20,10104.62988,10121.66992,9937.80957,10008.63965,10008.63965,6068130000
22/06/20,10009,10134.63965,9989.490234,10130.33008,10130.33008,4468000000
23/06/20,10192.41992,10306.90039,10172.07031,10209.82031,10209.82031,5712450000
24/06/20,10183.76953,10232.41992,9943.240234,10002.7002,10002.7002,5549440000
25/06/20,10003.5,10110.29004,9901.209961,10101.83008,10101.83008,4709620000
26/06/20,10087.08008,10093.98047,9837.740234,9849.360352,9849.360352,7279230000
29/06/20,9850.549805,9965.080078,9742.889648,9961.160156,9961.160156,4306120000
30/06/20,9970.209961,10185.34961,9956.830078,10156.84961,10156.84961,4474000000
01/07/20,10160.41016,10321.76953,10142.75,10279.25,10279.25,4595970000
02/07/20,10386.37988,10432.54981,10328.78027,10341.88965,10341.88965,4017530000
06/07/20,10487.7002,10625.09961,10485.82031,10604.05957,10604.05957,4529480000
07/07/20,10595.94043,10704.92969,10516.62988,10524.00977,10524.00977,4314110000
08/07/20,10594.41016,10669.12988,10528.82031,10666.7002,10666.7002,3999180000
09/07/20,10745.87012,10785.95996,10574.96973,10754.58984,10754.58984,3992920000
10/07/20,10751.76953,10842.78027,10639.48047,10836.33008,10836.33008,3509810000
