Date,Date,day,month,year,usa_daily_cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,usa_cases_ma7,usa_cases_ma14,usa_cases_ma21,usa_cases_ma28
2020-09-22,2020-09-22,22,9,2020,53153,372,United_States_of_America,US,USA,329064917.0,America,169.3574645,44318.857142857145,43787.92857142857,45606.19047619047,48206.46428571428
2020-09-21,2020-09-21,21,9,2020,39852,251,United_States_of_America,US,USA,329064917.0,America,160.57409119999997,44833.71428571428,44141.57142857143,45427.857142857145,47921.07142857143
2020-09-20,2020-09-20,20,9,2020,40295,669,United_States_of_America,US,USA,329064917.0,America,157.7488128,44109.0,43401.28571428572,44762.333333333336,47338.357142857145
2020-09-19,2020-09-19,19,9,2020,50209,956,United_States_of_America,US,USA,329064917.0,America,158.9172753,43422.71428571428,43096.857142857145,44387.42857142857,46622.392857142855
2020-09-18,2020-09-18,18,9,2020,43567,831,United_States_of_America,US,USA,329064917.0,America,159.17922969999998,43330.42857142857,43010.857142857145,43757.28571428572,45900.32142857143
2020-09-17,2020-09-17,17,9,2020,24598,865,United_States_of_America,US,USA,329064917.0,America,156.9553524,41425.857142857145,41769.142857142855,42634.23809523809,44657.892857142855
2020-09-16,2020-09-16,16,9,2020,51473,1407,United_States_of_America,US,USA,329064917.0,America,161.2572391,43306.71428571428,42373.142857142855,43034.76190476191,44620.607142857145
2020-09-15,2020-09-15,15,9,2020,34841,451,United_States_of_America,US,USA,329064917.0,America,159.18044519999998,40690.71428571428,42504.78571428572,42755.52380952381,44377.32142857143
2020-09-14,2020-09-14,14,9,2020,33871,378,United_States_of_America,US,USA,329064917.0,America,158.8792889,39836.28571428572,42335.0,42706.47619047619,44029.96428571428
2020-09-13,2020-09-13,13,9,2020,40820,685,United_States_of_America,US,USA,329064917.0,America,159.3989432,39911.28571428572,42010.142857142855,42237.95238095238,43549.57142857143
2020-12-09,2020-12-09,12,9,2020,48061,1227,United_States_of_America,US,USA,329064917.0,America,160.4087743,39604.42857142857,41513.57142857143,41932.71428571428,43191.67857142857
2020-11-09,2020-11-09,11,9,2020,37507,974,United_States_of_America,US,USA,329064917.0,America,160.8928733,38738.71428571428,41034.57142857143,41586.80952380953,42502.642857142855
2020-10-09,2020-10-09,10,9,2020,31927,1136,United_States_of_America,US,USA,329064917.0,America,163.4461689,39785.71428571428,40605.78571428572,41108.0,41922.107142857145
2020-09-09,2020-09-09,9,9,2020,27122,471,United_States_of_America,US,USA,329064917.0,America,166.7649669,36307.0,39806.857142857145,40351.09523809524,41352.82142857143
2020-08-09,2020-08-09,8,9,2020,24250,267,United_States_of_America,US,USA,329064917.0,America,170.10686069999997,34794.0,37742.357142857145,39934.52380952381,40765.142857142855
2020-07-09,2020-07-09,7,9,2020,30555,403,United_States_of_America,US,USA,329064917.0,America,174.37592719999998,34320.28571428572,37078.28571428572,39663.42857142857,40609.92857142857
2020-06-09,2020-06-09,6,9,2020,44140,773,United_States_of_America,US,USA,329064917.0,America,175.5766021,34794.57142857143,37352.92857142857,39604.95238095238,40377.107142857145
2020-05-09,2020-05-09,5,9,2020,51071,968,United_States_of_America,US,USA,329064917.0,America,175.6489283,35224.57142857143,37414.5,39417.23809523809,40255.67857142857
2020-04-09,2020-04-09,4,9,2020,36249,1053,United_States_of_America,US,USA,329064917.0,America,175.2869936,35044.857142857145,36891.78571428572,39038.0,39951.32142857143
2020-03-09,2020-03-09,3,9,2020,38754,1055,United_States_of_America,US,USA,329064917.0,America,177.6439753,36020.142857142855,37902.92857142857,39077.23809523809,39836.03571428572
2020-02-09,2020-02-09,2,9,2020,44639,1091,United_States_of_America,US,USA,329064917.0,America,180.2793216,38522.57142857143,37414.78571428572,39378.76190476191,39893.96428571428
2020-01-09,2020-01-09,1,9,2020,33850,529,United_States_of_America,US,USA,329064917.0,America,180.1127891,39894.0,37344.0,38459.57142857143,39924.392857142855
2020-08-31,2020-08-31,31,8,2020,35581,290,United_States_of_America,US,USA,329064917.0,America,180.4792822,40612.0,37466.142857142855,38256.19047619047,39900.57142857143
2020-08-30,2020-08-30,30,8,2020,44143,1006,United_States_of_America,US,USA,329064917.0,America,182.46156580000002,40612.42857142857,37703.5,38439.42857142857,39856.82142857143
2020-08-29,2020-08-29,29,8,2020,49654,949,United_States_of_America,US,USA,329064917.0,America,183.65950569999998,40410.0,37817.28571428572,38413.0,39665.42857142857
2020-08-28,2020-08-28,28,8,2020,45909,1110,United_States_of_America,US,USA,329064917.0,America,188.2737928,41790.0,38417.42857142857,38524.52380952381,39726.0
2020-08-27,2020-08-27,27,8,2020,42848,1228,United_States_of_America,US,USA,329064917.0,America,189.8494697,42374.857142857145,39197.5,39393.57142857143,39901.642857142855
2020-08-26,2020-08-26,26,8,2020,38119,1207,United_States_of_America,US,USA,329064917.0,America,193.8283199,41443.42857142857,39983.0,38757.666666666664,39894.92857142857
2020-08-25,2020-08-25,25,8,2020,38298,473,United_States_of_America,US,USA,329064917.0,America,196.4703518,42078.857142857145,40986.42857142857,38922.28571428572,39364.392857142855
2020-08-24,2020-08-24,24,8,2020,34506,444,United_States_of_America,US,USA,329064917.0,America,199.88366000000002,41925.28571428572,41268.642857142855,38952.52380952381,39173.46428571428
2020-08-23,2020-08-23,23,8,2020,44378,956,United_States_of_America,US,USA,329064917.0,America,203.6339839,41958.857142857145,41285.642857142855,39121.95238095238,39319.28571428572
2020-08-22,2020-08-22,22,8,2020,49880,1151,United_States_of_America,US,USA,329064917.0,America,207.2329698,41991.142857142855,41200.57142857143,39208.57142857143,39307.53571428572
2020-08-21,2020-08-21,21,8,2020,44005,1078,United_States_of_America,US,USA,329064917.0,America,209.7461517,41719.142857142855,41754.57142857143,39518.0,39323.17857142857
2020-08-20,2020-08-20,20,8,2020,47426,1356,United_States_of_America,US,USA,329064917.0,America,214.53244130000002,42373.142857142855,42374.0,40256.04761904762,40138.46428571428
2020-08-19,2020-08-19,19,8,2020,44091,1324,United_States_of_America,US,USA,329064917.0,America,216.1667693,43226.28571428572,42334.857142857145,41064.09523809524,39874.82142857143
2020-08-18,2020-08-18,18,8,2020,35056,445,United_States_of_America,US,USA,329064917.0,America,220.2492464,42763.142857142855,42421.0,41578.666666666664,39882.5
2020-08-17,2020-08-17,17,8,2020,42104,571,United_States_of_America,US,USA,329064917.0,America,223.45560469999998,43848.57142857143,42886.92857142857,42128.619047619046,40176.53571428572
2020-08-16,2020-08-16,16,8,2020,48085,1035,United_States_of_America,US,USA,329064917.0,America,225.0987455,44378.142857142855,43168.5,42316.47619047619,40436.0
2020-08-15,2020-08-15,15,8,2020,64838,1336,United_States_of_America,US,USA,329064917.0,America,228.23551260000002,46515.0,44253.07142857143,42972.04761904762,41035.17857142857
2020-08-14,2020-08-14,14,8,2020,51094,1083,United_States_of_America,US,USA,329064917.0,America,228.8995153,47527.71428571428,44623.42857142857,43678.95238095238,41520.42857142857
2020-08-13,2020-08-13,13,8,2020,55941,1490,United_States_of_America,US,USA,329064917.0,America,234.0468279,48744.142857142855,45558.642857142855,44497.380952380954,42378.07142857143
2020-12-08,2020-12-08,12,8,2020,46813,1076,United_States_of_America,US,USA,329064917.0,America,239.8341358,49133.0,46179.642857142855,44600.90476190476,43081.32142857143
2020-11-08,2020-11-08,11,8,2020,49530,523,United_States_of_America,US,USA,329064917.0,America,244.3684995,51200.71428571428,46981.92857142857,45347.57142857143,43984.17857142857
2020-10-08,2020-10-08,10,8,2020,46847,513,United_States_of_America,US,USA,329064917.0,America,246.4085225,51878.28571428572,47863.42857142857,45884.04761904762,44566.03571428572
2020-09-08,2020-09-08,9,8,2020,56221,1069,United_States_of_America,US,USA,329064917.0,America,249.1879133,53040.57142857143,48709.357142857145,46459.19047619047,44997.5
2020-08-08,2020-08-08,8,8,2020,58150,1252,United_States_of_America,US,USA,329064917.0,America,252.0071138,52085.142857142855,49300.07142857143,46863.76190476191,45250.32142857143
2020-07-08,2020-07-08,7,8,2020,59755,1848,United_States_of_America,US,USA,329064917.0,America,258.1691199,53322.42857142857,50425.07142857143,47523.09523809524,46089.82142857143
2020-06-08,2020-06-08,6,8,2020,52804,1450,United_States_of_America,US,USA,329064917.0,America,259.2148102,52874.28571428572,50809.21428571428,47997.19047619047,46591.607142857145
2020-05-08,2020-05-08,5,8,2020,57525,1403,United_States_of_America,US,USA,329064917.0,America,264.0904439,54404.57142857143,51768.78571428572,48921.28571428572,47051.82142857143
2020-04-08,2020-04-08,4,8,2020,45607,543,United_States_of_America,US,USA,329064917.0,America,268.5038588,53844.142857142855,52522.42857142857,49269.333333333336,47471.71428571428
2020-03-08,2020-03-08,3,8,2020,47511,413,United_States_of_America,US,USA,329064917.0,America,271.8901207,53939.0,52908.642857142855,49888.619047619046,47897.78571428572
2020-02-08,2020-02-08,2,8,2020,58407,1133,United_States_of_America,US,USA,329064917.0,America,276.23120939999995,54251.28571428572,53645.92857142857,50556.666666666664,48407.21428571428
2020-01-08,2020-01-08,1,8,2020,67023,1244,United_States_of_America,US,USA,329064917.0,America,277.8545973,55518.857142857145,53802.0,51373.0,49027.53571428572
2020-07-31,2020-07-31,31,7,2020,68032,1357,United_States_of_America,US,USA,329064917.0,America,279.2132958,56701.28571428572,55011.857142857145,52517.142857142855,49817.642857142855
2020-07-30,2020-07-30,30,7,2020,74985,1457,United_States_of_America,US,USA,329064917.0,America,281.91732149999996,59870.0,56372.142857142855,53829.47619047619,50965.392857142855
2020-07-29,2020-07-29,29,7,2020,61734,1245,United_States_of_America,US,USA,329064917.0,America,279.7086388,60471.28571428572,57437.92857142857,54669.619047619046,51808.78571428572
2020-07-28,2020-07-28,28,7,2020,56243,1076,United_States_of_America,US,USA,329064917.0,America,281.77023810000003,61990.71428571428,57917.42857142857,55678.52380952381,52449.67857142857
2020-07-27,2020-07-27,27,7,2020,55993,475,United_States_of_America,US,USA,329064917.0,America,282.3388189,63202.42857142857,58570.71428571428,56339.90476190476,53217.07142857143
2020-07-26,2020-07-26,26,7,2020,65498,914,United_States_of_America,US,USA,329064917.0,America,282.72324150000003,64215.42857142857,59233.357142857145,57169.09523809524,53971.357142857145
2020-07-25,2020-07-25,25,7,2020,78427,1304,United_States_of_America,US,USA,329064917.0,America,281.9796192,65844.57142857143,60681.71428571428,57816.19047619047,54990.892857142855
2020-07-24,2020-07-24,24,7,2020,63196,1052,United_States_of_America,US,USA,329064917.0,America,278.39309289999994,65153.71428571428,60927.5,58392.47619047619,55676.28571428572
2020-07-23,2020-07-23,23,7,2020,68848,1124,United_States_of_America,US,USA,329064917.0,America,278.3347457,64277.0,62073.5,59007.09523809524,56441.357142857145
2020-07-22,2020-07-22,22,7,2020,72048,1160,United_States_of_America,US,USA,329064917.0,America,275.31345739999995,65750.42857142857,63110.857142857145,60208.76190476191,57439.82142857143
2020-07-21,2020-07-21,21,7,2020,56750,372,United_States_of_America,US,USA,329064917.0,America,270.88424019999997,65822.85714285714,63906.78571428572,60552.57142857143,58214.607142857145
2020-07-20,2020-07-20,20,7,2020,61796,415,United_States_of_America,US,USA,329064917.0,America,268.82993430000005,66651.85714285714,64927.142857142855,61264.42857142857,58917.892857142855
2020-07-19,2020-07-19,19,7,2020,63749,853,United_States_of_America,US,USA,329064917.0,America,264.9696017,66402.0,65308.71428571428,61622.90476190476,59477.32142857143
2020-07-18,2020-07-18,18,7,2020,71494,908,United_States_of_America,US,USA,329064917.0,America,259.33910180000004,65411.57142857143,65628.07142857143,62258.333333333336,59715.03571428572
